genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G001305295	8	8.0	1.0	1.5931212918544487e-36	1.742184363964236e-26	1.801427827561878e-33	3.329776011471253e-35	2.991016594097271e-19	3.183161965755533e-30	2.7829787501490867e-42	4.1239886125236596e-22	1.0	1.458408505072839e-08	1.6704180898739762e-13	1.1254344764583733e-20	3.2171265829191525e-28	4.782155051772296e-31	8.856785590833248e-28
G001867975	2	2.0	1.0	8.051082351211372e-25	7.379574212328905e-27	1.0	2.9799406865897353e-23	3.34946192256096e-18	1.2769294085654415e-13	4.572767816563149e-30	9.88924666098291e-20	7.654105973288782e-26	2.3679670961221967e-19	2.0997514774370004e-27	1.4560444531542744e-25	5.1523377713824994e-14	1.5320707454012457e-23	1.1014240463690789e-14
G000185845	6	6.0	1.0	4.8874351161734106e-27	1.0961025833191632e-26	2.781002903611842e-23	1.0468386310116373e-18	1.1718314118326877e-18	9.669664620356034e-22	1.0	1.652076883126429e-15	2.2107052729004033e-39	4.500566628425876e-16	5.532263015221209e-17	5.0286851912368855e-14	5.5236733918355226e-27	1.2073411898550352e-20	1.2510421150074598e-21
G001820755	0	0.0	1.0	1.0	8.346070400925288e-17	7.744976612323264e-42	2.53135743645551e-32	1.3151954604682345e-18	1.0652069114478003e-27	2.403006632467624e-22	1.0167998178535938e-27	7.428283159385855e-42	6.050751964791434e-22	3.0257819467914484e-16	7.098078499750624e-14	2.1702729754592314e-22	1.7040794651231806e-20	1.3047215961545115e-18
G001822535	0	0.0	1.0	1.0	6.084985063246278e-30	6.959831549047366e-37	6.910592580150831e-31	1.697066513158975e-28	3.6484479382043675e-34	2.5869790648879862e-34	1.0207509792766866e-37	0.0	3.2183687639608113e-34	1.057110976037077e-27	1.64399592824773e-18	1.2422077574029403e-19	2.201161514119911e-32	1.5060693772055728e-24
G000702505	4	4.0	1.0	1.1465265939513056e-24	1.3928014743827059e-24	2.6624670822171524e-44	2.4659038858600574e-28	1.0	6.811082808866331e-10	4.549289870666951e-33	3.426079475099896e-19	3.3503267434648043e-13	1.3313562501029008e-29	2.5676854485092175e-22	1.5479352627661878e-19	6.57497845946225e-28	1.4593567884296602e-20	3.831283734712088e-09
G000414525	1	1.0	1.0	6.678700572175191e-27	1.0	2.7787766746658793e-30	2.175770162143595e-21	1.9265144508749594e-22	2.2038063523257328e-26	8.564460751729517e-30	1.4266341373201734e-19	4.403914823914988e-31	3.520766494487091e-22	1.8803803470329856e-29	5.6036985555676384e-30	8.3813486200749085e-19	1.0862897144649394e-29	2.1476812297567137e-23
G000243335	14	14.0	1.0	2.2388915048744655e-22	3.450724118469587e-27	3.484847111975458e-40	1.7658200766023287e-22	2.2708519873246814e-17	1.6302620934411472e-19	5.3319186636941594e-20	6.180605002821285e-20	3.895047589852153e-17	7.367477349924755e-20	8.654272298791454e-10	1.47605996869693e-10	1.3156229718975687e-24	1.9512872702577973e-19	1.0
G001421565	1	1.0	1.0	6.541306933976881e-35	1.0	2.098283469158832e-37	0.0	9.496670030308179e-17	4.3231900157253756e-29	1.3116672034660627e-27	9.394040016824343e-35	7.42688186092153e-44	8.293704904259212e-24	3.567437378964444e-36	4.2894898436690775e-25	2.7101112300041962e-42	1.0467178206369391e-20	1.0012794550682215e-36
G000995805	0	0.0	1.0	1.0	3.7953817933212764e-32	4.5962589629854e-43	5.885453550164232e-42	2.888136390807414e-38	1.401298464324817e-45	2.3254407885623907e-39	1.7848899059490925e-40	2.1579996350602183e-43	5.4371081065035065e-40	7.2269327086565505e-28	2.3051237589758703e-34	3.094342145247401e-27	1.9183775976606746e-42	6.990247483311513e-36
G000092225	4	4.0	1.0	2.899696150255138e-37	7.510600485722413e-15	2.422772723274104e-26	7.37522389711862e-24	1.0	4.767134766403297e-21	1.751791012013986e-37	9.601832514265823e-25	6.117922302108861e-29	5.060502711318193e-11	1.3824504787711094e-20	2.193221831299131e-19	1.9080757838705624e-30	2.5217297648298886e-24	1.5046811161187377e-22
G000730385	8	8.0	1.0	1.401298464324817e-45	1.0784862920896788e-36	1.8802392595724909e-34	2.3352638907973076e-41	8.768514982952532e-26	4.280389753804707e-38	0.0	4.022530082841546e-29	1.0	9.153627510538687e-21	2.5090368323386216e-30	7.144333519241219e-31	1.611059203634471e-35	8.271388393431525e-40	7.598864505961245e-32
G001029505	4	4.0	1.0	1.5238549354659736e-12	2.2337657012825056e-21	1.961817850054744e-44	6.336575141291936e-26	1.0	1.489512898633148e-22	1.381944315322061e-20	5.650523612064621e-27	2.574783456103408e-17	3.1247727088890543e-24	2.8001963414681086e-08	3.994265473927783e-10	1.81831832808268e-22	1.5657903418286878e-08	5.683808707780194e-22
G001788885	12	12.0	1.0	3.630265865695037e-09	6.688358674285738e-21	1.7319946045106656e-24	1.6969292955114847e-22	4.978025865903324e-16	1.3613969977385731e-12	7.808095397457068e-14	1.5937072761124155e-18	1.2494911230215245e-15	3.7773588393662226e-23	5.426109339623508e-09	7.636952702172461e-12	1.0	3.4570510300890477e-18	3.028246327741596e-13
G000733945	6	6.0	0.9999998807907104	1.0737288144139736e-28	1.7746550806034183e-27	3.743996286074841e-35	2.89168766167904e-22	2.668576744562699e-21	5.2405728604042764e-27	0.9999998807907104	3.1719579308967833e-25	4.834396606522845e-22	1.8751207292155985e-31	1.4160026175515766e-18	7.317441941268044e-08	1.052297722858203e-22	3.571821248917061e-29	1.1822482006841445e-18
G001627845	10	10.0	1.0	2.997596040388306e-19	3.402994167922904e-14	1.578294955937188e-14	2.242630363262689e-19	3.4828894640882134e-18	1.3625147017581885e-11	3.0324979448657973e-22	4.4551648529833066e-23	1.2309782362103994e-23	4.252045493046558e-13	1.0	1.4848247631427114e-10	4.92467030764371e-15	8.1246410330875385e-16	1.165404309463018e-16
G001311255	2	2.0	1.0	1.961129588201818e-27	1.6012901343907686e-23	1.0	1.2748511507232806e-28	5.784798428431098e-23	1.3244593663409456e-18	1.2653725132853098e-42	6.057483548595728e-26	1.8691679132825724e-20	1.3012052373084781e-14	2.1465601953015222e-22	1.6765798133471125e-19	9.42946856351657e-29	5.359865151119509e-32	1.7653643945516942e-27
G000969645	9	9.0	1.0	6.263804135531932e-43	4.894002152097782e-27	2.1720126197034665e-43	6.104036810795414e-34	6.046486713783762e-21	1.238614673495341e-29	0.0	1.688972907530298e-22	3.8326333345059874e-14	1.0	2.4038230919134172e-14	6.088252463948727e-17	2.4659038858600574e-28	1.5887193313313327e-39	1.6219574322213247e-25
G001005015	0	0.0	1.0	1.0	9.985001515231113e-27	1.4651976742980287e-41	4.685073259654307e-40	4.713353031919264e-23	2.974749497481861e-31	1.055563587623259e-27	9.937570696722818e-36	3.4172097982188133e-38	1.6960421817392957e-30	1.2554611143399584e-26	1.1813261475444311e-22	2.8581140570971957e-25	4.571776113105066e-29	1.4029451961603668e-22
G000970455	7	7.0	1.0	7.159364174992673e-39	3.993281354825203e-37	3.0828566215145976e-44	5.163940385166491e-39	3.1697636322442955e-28	1.401298464324817e-45	1.401298464324817e-45	1.0	7.7128780540362e-32	5.136146883713683e-22	2.616605708448222e-26	8.584985137295528e-34	0.0	1.4523477673801702e-40	6.4118294454761715e-34
G000438035	6	6.0	1.0	9.375082532884322e-24	1.4178176249493846e-27	2.4028758393295385e-24	2.363841924759178e-27	8.528354908524146e-26	1.1194972247605908e-17	1.0	2.4438278348792983e-31	5.308118582862407e-42	9.148283995342249e-29	1.1006612594975277e-26	4.220271355959929e-15	1.2751802426543768e-23	3.044384717532818e-33	1.3209509320958626e-28
G001775885	0	0.0	1.0	1.0	7.440128315564197e-25	9.940611911500898e-27	2.8495978568095877e-27	4.909595785841529e-20	7.18373397399095e-33	8.034550907644368e-31	1.5213345559831603e-19	8.686540124504222e-28	1.72540581636313e-25	1.0791384222937368e-25	6.487024061161925e-16	2.457826016278794e-14	7.271819202312417e-27	2.0512375199253227e-18
G000953715	14	14.0	1.0	2.6626294452054136e-20	1.8559930627385873e-22	1.240331012268385e-14	5.810912862003192e-10	2.172719469617501e-12	2.7731714147272157e-10	2.5252741487258226e-15	5.294842933241742e-14	1.2093405546638742e-22	2.85162922918127e-21	1.5304829953832928e-14	8.279720659087886e-12	2.851612557197569e-10	8.172224008617945e-10	1.0
G001800835	5	5.0	1.0	1.4008245287524738e-26	1.3389083708826563e-23	2.4812888858277643e-17	1.7198574506314894e-20	5.227444246343009e-16	1.0	2.0965515078567433e-18	2.359102951129896e-20	2.7492358659223703e-28	8.38413477117314e-18	1.7853768593742436e-12	2.8228828853595266e-21	1.2805798129892685e-18	3.4951947206710715e-14	7.380231156651221e-17
G900061685	9	9.0	1.0	6.660607712202137e-28	1.336504120058769e-24	1.1658851076822816e-30	2.2618888629595915e-30	2.183397820754145e-18	6.8391735587512044e-18	1.103479144606687e-24	5.121260964836192e-21	1.339490358900764e-16	1.0	5.4332124382071694e-17	1.5082882426824586e-17	6.233515764184018e-23	3.01212431825658e-23	1.1051649673806275e-15
G000948185	5	5.0	1.0	1.9705274653734642e-33	5.252737473890256e-36	1.818577773201028e-19	1.8950517407004686e-26	7.40760203006833e-29	1.0	3.949757517780333e-36	1.0696292607106102e-34	0.0	4.801390762809803e-36	8.453901097092978e-23	5.848938923836821e-26	1.1775507381381339e-23	3.119054139077965e-33	1.9972889213669444e-24
G000173555	14	14.0	1.0	1.401298464324817e-45	3.220466386183963e-28	3.426174745274178e-42	4.3956189635518916e-33	2.8282103889467013e-19	7.223357104158999e-26	5.605193857299268e-45	1.4506527142932764e-29	1.1774381482808072e-31	4.1099711710285024e-26	8.768869777766887e-29	1.1899208901825847e-27	4.229694680091391e-25	2.1273135677000527e-30	1.0
G001437125	2	2.0	1.0	9.242572108741479e-29	7.48669669441352e-20	1.0	1.0769591246117847e-32	5.810198823645839e-19	3.165833865638894e-22	5.346976296373124e-33	2.789502722093417e-23	1.9042631400682421e-25	1.6313006037158932e-27	5.949510162160055e-32	1.333498177905376e-26	8.80671264607805e-30	1.4691575104880596e-23	6.40635765370827e-25
G000214075	14	14.0	1.0	0.0	1.9188850891933228e-31	4.556756359276083e-40	7.124449642973331e-28	8.286786040415565e-30	5.156874909147762e-31	0.0	3.2560400719158188e-37	3.192759675344453e-36	9.186021388896301e-28	4.87214459862153e-30	6.795114248712662e-20	3.325581669934132e-23	1.9395428096658366e-39	1.0
G001632025	14	14.0	1.0	2.525870287600589e-31	3.93348548177741e-15	8.69821222293218e-28	5.805782623050268e-29	7.353204823463619e-15	8.294949606748106e-14	1.0284292627813689e-33	1.2002231890642645e-13	3.1224024656891544e-16	1.7798882214013073e-13	4.40126323854686e-15	1.863636756859235e-19	4.4752402709418657e-26	1.2595123606714202e-22	1.0
G001786095	0	0.0	1.0	1.0	1.8138218256351894e-30	4.7602108833114036e-42	0.0	1.798985286942043e-38	0.0	1.3178092139242216e-37	2.3623022837582626e-33	0.0	2.5757267072754463e-41	8.187182911359844e-37	2.0407867627221123e-33	2.4550566858908107e-33	2.7605579747198896e-43	2.3090596095144336e-41
G000757425	8	8.0	1.0	3.8790660011531727e-38	2.5794131970681054e-25	3.781096606832486e-36	9.395311037130959e-39	3.1559946875579984e-22	5.748114141613617e-28	0.0	1.6863505305678253e-32	1.0	1.5948316213600282e-19	2.0445150418683047e-22	2.480984032880406e-26	5.963649595958921e-30	4.893336422533098e-32	1.2021930060661863e-29
G000389635	3	3.0	1.0	5.796261081192789e-31	6.601517774095906e-28	8.056542439640907e-27	1.0	1.1912377443186037e-20	8.20665274827417e-17	6.411098906358581e-18	2.5884558405993247e-22	1.3999883811513667e-30	1.2257049574387912e-26	7.495334166068587e-18	8.23033723497752e-21	6.047673939979789e-25	1.0080535796550978e-17	3.6533317061653026e-14
G001051995	9	9.0	1.0	2.634441112930656e-43	2.4317256485031326e-34	4.075274130569776e-37	1.692768544904379e-42	2.946941372746892e-24	1.0657193644616837e-34	3.843761687642973e-42	1.6631264961657618e-19	3.189235217316288e-25	1.0	4.818783471486711e-22	2.954644359322911e-29	0.0	2.1546225057611955e-39	1.0901268286587036e-34
G000373005	9	9.0	1.0	3.4065943956658996e-20	4.830167712536573e-25	6.627979185634523e-38	3.381936313274829e-38	2.357105396283421e-13	4.175630350387558e-20	5.62032954368262e-31	8.29725607746348e-15	4.023021194977365e-29	1.0	2.9973536131398804e-13	9.06811873990299e-16	1.0205573220709944e-35	2.4025646917812537e-31	6.06443194884767e-22
G001818535	0	0.0	1.0	1.0	1.5904980611292326e-36	2.4102333586386854e-43	2.1402045458617574e-39	7.730372922346033e-25	4.6418796806315096e-35	1.8104916294506093e-28	6.006389442080243e-30	4.203895392974451e-45	1.756049888529299e-33	8.262549619046639e-21	2.0686851720244247e-23	1.1992694293642788e-31	6.347884656926327e-30	1.2002876172078166e-20
G000444055	5	5.0	1.0	1.3256276555586001e-17	3.682708175940198e-18	2.6192701561472897e-20	1.2782202359550802e-14	1.4503008169408638e-11	1.0	1.6352448226560135e-19	1.6249084658100175e-21	4.0296860342118776e-22	3.406156054564732e-18	3.231670907025041e-17	9.215236351778344e-10	6.250494981080608e-15	7.327220393740699e-15	1.0743923031747014e-21
G000014525	2	2.0	1.0	5.30633725261329e-33	7.555037215470271e-27	1.0	3.097345001290651e-25	5.267796681355047e-25	1.405563961930211e-23	0.0	1.376715570960794e-18	3.2108939160894805e-23	3.912147273946885e-22	3.5550740843443987e-29	1.9528217812379126e-26	9.392388634297283e-28	2.930159764145707e-32	1.3355884811556917e-29
G001429505	7	7.0	1.0	9.486790603479012e-43	7.612063452982055e-40	0.0	0.0	6.217762674995104e-33	0.0	0.0	1.0	9.739751284996909e-28	2.2101829948217366e-23	5.186759958790087e-25	1.0871273486231931e-41	0.0	2.802596928649634e-45	3.1539571042959744e-39
G001801725	9	9.0	1.0	2.866984642277007e-30	2.3858425968918254e-23	9.932048398750097e-34	4.416835857819226e-31	3.669146498098603e-19	8.821361144771837e-25	8.901458952729508e-36	6.663184633430746e-25	6.1218696055544086e-21	1.0	1.1087540663368145e-08	4.2007958988078062e-19	4.563382380776692e-27	2.5304845958519398e-20	3.441563163058917e-26
G000999325	0	0.0	1.0	1.0	2.149662730021493e-25	6.662008922533176e-27	9.172015063375745e-28	8.522750428276418e-21	1.3522573852817697e-33	1.7931884203149799e-31	4.8255206313937565e-20	2.9315520981778436e-28	4.192824060938459e-26	9.778138150276457e-27	2.505860153574754e-16	3.252625152181353e-15	2.4503674089986855e-27	3.477272132247154e-19
G000284335	14	14.0	0.9999998807907104	1.0797750307331343e-28	3.017911212530664e-22	4.432981516102121e-27	4.928916652602311e-08	2.2565611601521596e-09	3.5761131649240144e-23	2.9455049815505733e-15	3.2931085889695597e-18	2.077217007733545e-31	4.6608082433154424e-29	8.522180183767603e-10	3.186190189723853e-13	8.925173933249653e-10	2.130537168909541e-08	0.9999998807907104
G001787965	12	12.0	1.0	2.012040871767783e-16	6.88860305458209e-27	7.327112001014419e-29	7.710060168188567e-23	2.9548662694007423e-24	1.712768172216852e-26	8.273092391382797e-19	1.867911906665678e-29	4.450027178757182e-34	4.527283789900092e-34	2.7335664325983514e-16	6.683643906352899e-20	1.0	7.522777765642268e-25	3.681359871541737e-18
G000196855	2	2.0	1.0	1.0839645061411598e-27	5.218088591268528e-28	1.0	1.7942226672646073e-30	8.988396769542478e-22	2.868405852011071e-23	6.962191111453535e-38	8.850913058022769e-12	1.6596677541717055e-17	4.46172857960749e-16	7.56072235913935e-33	1.499220604982246e-30	3.852772448548902e-30	2.7369031138196584e-25	1.1874297562232486e-30
G000393955	2	2.0	1.0	1.4409267967223288e-25	3.734059536316851e-25	1.0	2.1445674812590683e-18	1.4879376065142942e-25	1.3493103856454525e-10	2.6598640301898227e-38	1.7265633474228912e-34	6.130120262035345e-41	1.5384528076181874e-25	1.4689975761810226e-27	8.083306234505906e-24	8.809530698413684e-16	5.4214267820954306e-34	1.5311573257572275e-18
G000341065	1	1.0	1.0	0.0	1.0	8.757869670331403e-37	1.4985592859113044e-35	2.8702753665283784e-17	5.960172991482748e-29	4.90454462513686e-43	1.0231768578524198e-35	0.0	4.170842770497577e-33	5.6680978431307565e-34	7.366269213767073e-35	3.363116314379561e-44	3.9531632019961327e-29	2.296167243253106e-38
G000435555	3	3.0	1.0	0.0	3.363116314379561e-44	9.264082238543868e-40	1.0	9.192501541306057e-29	1.1681885040971247e-27	0.0	1.485063726847214e-31	5.072211916525833e-27	0.0	7.784027670806161e-31	1.0332185054445911e-26	1.5023320836026364e-41	1.5445468207940209e-30	2.260846152450638e-29
G001626755	11	11.0	1.0	1.5155160259886397e-23	8.154496777356398e-27	2.1646291702034993e-19	1.3602431796222187e-14	8.988092837212914e-21	2.602821073838138e-16	7.762050125033248e-25	1.9289201610915214e-21	2.4893779085750054e-23	1.482750429543908e-21	7.15981744378591e-12	1.0	5.4436144448447715e-14	2.390978175088868e-18	2.5171537076928985e-10
G001029455	8	8.0	1.0	4.0136714357822265e-36	9.019350448544058e-28	2.4025488555213594e-29	9.894803778599255e-33	7.065894181241547e-24	2.2023272381284434e-26	0.0	1.3717657510841692e-27	1.0	6.019238625080312e-21	1.1921666593128363e-25	1.0926292071830597e-26	2.670855948910106e-30	1.8147929515228314e-35	5.749636373530501e-25
G000993695	0	0.0	1.0	1.0	3.088956443324532e-17	1.0432521388479595e-23	1.3049605479539627e-18	4.850032181424879e-11	5.583485678345188e-17	2.3578074118072275e-20	2.5445618333973543e-18	1.2489738363196826e-19	2.5261304460959374e-16	2.7881247657846053e-12	1.046597772097653e-13	9.40757605150111e-09	2.8212185931203085e-18	1.7650788074657963e-15
G000686005	7	7.0	1.0	1.311924693716859e-31	4.920123764123789e-31	1.8447970968571356e-38	4.290622559173697e-31	6.877821852827805e-24	4.832096821908004e-35	2.457554826625752e-36	1.0	3.9795240069980684e-27	6.988696053073992e-15	2.836681235407127e-19	1.1193975726650017e-27	1.018239516116985e-40	9.295560709247451e-32	1.7830754148391494e-28
G001789795	12	12.0	1.0	1.6193867053183333e-16	6.15871913167607e-27	8.407243930640372e-29	7.775274983678826e-23	2.7495352421025756e-24	1.8070572341365802e-26	7.241067220973489e-19	1.7840066621525714e-29	4.706481016020738e-34	9.152065652651277e-34	4.481926080234769e-16	8.417005403601743e-20	1.0	7.327015522516819e-25	4.906567800736399e-18
G000478825	14	14.0	1.0	0.0	4.0540492793019727e-36	3.614044027789277e-39	1.700025449261578e-38	1.297185889454441e-29	5.401024972966094e-29	0.0	4.5594210891347033e-32	1.1331916945599237e-30	1.1957206589389203e-30	1.7615970829874784e-27	2.4557735846305466e-29	2.5182774629896085e-25	5.699047223245887e-38	1.0
G000384355	9	9.0	1.0	4.423030446825566e-40	2.500153901767311e-28	7.598194180307688e-33	2.3834937813424392e-39	1.832853109194039e-21	4.81338947216314e-34	0.0	2.2205946965932056e-23	1.5979718701150843e-14	1.0	6.5814072260747e-19	7.092876221871545e-23	5.877965634771551e-28	1.943136859967137e-36	7.792212002469303e-35
G001772855	12	12.0	1.0	3.0344519217735935e-23	1.6875190507659276e-20	1.5648003251479543e-29	4.413157460480662e-19	3.7682254810118657e-20	2.369219404352646e-22	1.199106297208487e-36	6.5194327139361775e-28	1.9319039864817306e-27	8.163298446856646e-21	4.687343018123614e-20	1.4611200549617453e-16	1.0	2.4324698575812916e-25	1.106597053594612e-19
G000744435	10	10.0	1.0	4.344025239406933e-44	2.633159361466948e-32	0.0	2.490916110105024e-16	2.9926181940962254e-24	3.28164502793485e-34	1.0170623354478564e-22	4.665523625307471e-21	1.3047490001328372e-41	2.279786805842697e-14	1.0	3.927543013038104e-10	2.060453470002021e-17	2.479504986180028e-21	1.215927732549087e-22
G001005145	1	1.0	1.0	6.474399609279125e-36	1.0	2.0743883898501398e-25	4.25022232020503e-40	2.312754432409747e-09	8.968735517168695e-15	3.5878423652529734e-35	1.655238589893955e-21	2.6453651873430238e-37	1.7428223860362127e-26	4.023976781230459e-27	9.364664872373119e-20	7.205630846389285e-40	1.1996531767865718e-17	8.21950447701082e-38
G000383435	2	2.0	1.0	5.428012672866905e-32	3.3652851655116504e-22	1.0	5.407729747432207e-35	2.3681429247613815e-23	7.554781606048052e-26	4.6041300564595125e-39	1.0267502071336434e-28	4.178035384155894e-28	2.2558989669257674e-31	8.044471483034583e-35	5.696734375150249e-26	1.7360035588833526e-31	5.768655917807457e-27	5.1234457306013376e-30
G000972765	11	11.0	1.0	5.039913599890809e-24	5.099704961190487e-19	7.89048467099629e-32	5.1083563553191415e-24	5.832189110037831e-17	2.0357146919721137e-28	2.9718263627658296e-29	4.5945323607784295e-17	9.899643480420086e-24	9.324047627333508e-16	3.896210526384064e-15	1.0	6.611734632154166e-25	1.4302760158623906e-24	1.2681339644856197e-27
G001821845	0	0.0	1.0	1.0	3.8455179992991284e-23	5.324934164434305e-44	1.025469749600852e-29	7.116773737476039e-25	1.83380892065143e-31	9.338402169802435e-29	7.780599819440971e-27	7.923569547247359e-33	4.211460500193842e-29	2.0709591424698148e-23	7.166270075417032e-26	4.363401119914477e-14	7.534159701538876e-30	1.55615494493896e-24
G001854605	8	8.0	1.0	1.2611686178923354e-44	5.234106063491137e-32	5.6486039223613e-35	4.026403810304792e-34	1.639885821628988e-27	2.649441721467363e-32	0.0	2.26244125126493e-30	1.0	5.84275729879078e-20	5.6015356271843084e-24	8.227541426060675e-29	3.1605325592726836e-32	6.756921065127835e-41	1.958750047588748e-29
G001795665	0	0.0	1.0	1.0	7.347118518559587e-23	3.638143895090367e-37	9.683305161579463e-33	6.616398895515802e-26	5.88206890990544e-36	1.6794796329257997e-34	1.510478170921281e-22	2.8545010237682254e-40	9.898762623167634e-34	1.1233747744819694e-29	4.235870145309975e-14	5.133292565339717e-20	3.015045208729179e-30	2.908837018375322e-29
G000698575	9	9.0	1.0	3.447193918587069e-22	2.330463247707014e-27	3.4398374053013447e-40	1.2775416694091994e-38	5.010439762739849e-13	2.8281519208483257e-22	1.4965791633814568e-32	1.7934101198460034e-13	5.639800571699595e-34	1.0	7.014243352809757e-11	3.0641900250594775e-19	2.6099394092819367e-39	1.267497207988477e-32	6.504860742790955e-25
G000025965	9	9.0	1.0	3.802312331689572e-30	2.5603639318402482e-26	9.351390005287389e-34	1.0563074144065873e-37	1.4078634705167845e-19	3.617261475026663e-22	2.8379477975547658e-34	1.3081147944247806e-19	9.703492033045524e-26	1.0	6.761742256944912e-17	2.624319552565236e-21	9.34663205845398e-37	2.8863955804921354e-31	1.1210542713774146e-22
G001405015	3	3.0	1.0	1.0956036572988536e-36	1.7302798370883513e-29	1.8749056321766356e-24	1.0	1.207038493449629e-18	3.755039248293235e-12	2.3394744257337654e-22	1.0623650395128887e-22	7.830565719907246e-34	3.7222023159618936e-23	1.3858674455592924e-19	4.779532782068789e-22	5.5899232002290025e-24	3.6162322713014686e-19	9.24697080550692e-16
G001832905	2	2.0	1.0	6.58931046022944e-22	2.1428224839801637e-21	1.0	1.1652937187238421e-15	2.66631707760822e-14	1.0202204636655665e-09	1.5665100092707733e-27	7.930027859561723e-21	9.91691243449628e-25	4.85529194629173e-25	3.417679898107457e-15	6.592843721826282e-18	8.45654401132644e-16	1.5966175332538516e-16	1.1775118640561244e-13
G001766895	4	4.0	1.0	9.261595803429154e-14	1.1442676806083796e-09	3.472580495924867e-26	3.3974106798234553e-25	1.0	5.874189579202493e-09	1.1811341693447946e-19	5.737527593058667e-15	2.83325831215113e-23	1.841763720700218e-11	4.491940330808575e-08	1.4072155662958608e-09	4.713578085226499e-19	6.611025615832489e-11	1.3736665884639399e-12
G001804225	11	11.0	1.0	1.1480140449382503e-10	4.3109267255631163e-19	8.156662160746422e-15	1.9433241058983258e-19	1.0264106405089013e-11	7.178585503808677e-10	3.995669626226715e-24	2.1776301068314887e-21	2.718847320294314e-26	2.891983298954179e-16	4.958519705944298e-10	1.0	9.571223813509278e-10	6.725155706899931e-19	5.396126796265721e-13
G001437695	4	4.0	1.0	0.0	9.596234954497601e-24	0.0	1.8861649162634927e-35	1.0	6.650232271954292e-18	2.802596928649634e-45	2.8872977690706207e-24	1.3755578387972658e-22	3.14224144672266e-21	6.87269538911704e-20	0.0	1.2266697343258765e-24	1.9081290894861004e-20	1.4835956813063472e-18
G000689655	10	10.0	1.0	8.296968895140654e-23	9.96154090235155e-17	7.636935099425356e-39	6.66689499821356e-18	6.093994950284417e-16	1.7320659514638274e-18	1.4053923057972348e-23	4.4305212388526813e-16	1.2733576527389537e-15	1.6237200386320927e-12	1.0	1.0499247819891963e-13	2.3131606874699927e-16	3.649220801162393e-15	4.2293524999986096e-19
G000831485	2	2.0	1.0	3.4326815373051436e-29	5.192744119566435e-23	1.0	3.477719730662599e-21	1.80235799958494e-23	1.31783847623327e-16	3.4221511697388673e-32	2.539391440181671e-12	1.8329137817032787e-31	6.054775968250338e-20	3.2967938872490375e-24	7.164815514909849e-20	8.388963802869175e-26	1.4884825368364789e-25	3.0432522015967494e-22
G001302245	11	11.0	1.0	2.5924021590009116e-43	2.350045487648238e-38	5.127335386421705e-38	8.05184013365756e-35	5.195773187670303e-24	7.128123258045752e-27	5.455953319278034e-25	8.407790785948902e-45	4.008804521795695e-29	6.016663074627333e-30	2.3582702910894953e-24	1.0	1.0486569909903925e-26	1.324412495504682e-35	1.776894563979814e-30
G000441555	9	9.0	1.0	8.224317928073877e-12	7.786197867316878e-23	5.360886212475652e-25	3.717756929730886e-40	5.305264720083896e-18	5.69395796525736e-17	1.76994515733156e-17	2.6984789186154656e-13	3.862616537730901e-08	1.0	1.9651660940894766e-12	1.7161633247823344e-25	9.399201745680273e-35	6.2546928763672e-15	2.1900711003459166e-18
G000091985	10	10.0	1.0	1.1381758367015602e-19	6.991353607155304e-10	0.0	4.8668991136905e-18	1.0559789914529639e-26	3.5053515528647844e-24	4.827810004506093e-25	3.6110876658682067e-13	3.8185383152851265e-42	3.691588190690709e-08	1.0	1.3670590267439442e-12	1.3065640583342919e-11	2.8428270848479542e-09	4.0812274168921183e-17
G000735105	6	6.0	1.0	4.7221509609369225e-24	1.8124937991374045e-30	7.828291914359804e-20	1.357100967967569e-16	1.2152187927198956e-21	6.452355222126844e-29	1.0	3.4887057283170984e-15	2.1621044223515093e-26	4.6780661554815595e-30	1.3956855301306713e-22	1.8716809352392616e-11	1.9617960829524006e-19	1.3921123057743822e-22	1.3468142345731543e-13
G001424105	6	6.0	1.0	9.639994072223415e-34	1.1728477252914111e-31	3.974344895497385e-30	6.423495462836755e-30	5.475261668298207e-32	5.248181432847883e-32	1.0	3.262230417769243e-30	2.7742032255314242e-21	8.191349731758568e-34	8.518013849917271e-19	2.1684656847931194e-10	8.572078140493603e-22	2.3436324947313276e-33	3.4370866641135623e-20
G001795655	0	0.0	1.0	1.0	1.4821378540588807e-16	8.635905017913455e-32	6.1892010097951615e-25	5.612106931294122e-22	2.38063757461819e-27	1.415100137653887e-19	1.6518071837957628e-21	8.824890187987053e-26	5.230739510403096e-22	5.4494860587062926e-17	3.875655872620509e-12	6.81426920098871e-13	3.4056000913995875e-24	3.7961859133614495e-13
G001797435	10	10.0	1.0	1.3394538967793627e-17	5.3213350816269995e-19	4.354377754443749e-34	3.619888086491526e-20	2.7795351090209586e-11	2.978367899530987e-11	3.965543028256324e-24	1.1686095350749875e-16	5.32747043430904e-26	1.3194927051094781e-17	1.0	1.5862791968856982e-08	6.983199021004549e-17	1.5042840598604364e-16	5.863960694796333e-08
G000381665	8	8.0	1.0	7.862919020820595e-35	2.4728532354293503e-30	5.605193857299268e-45	5.6017621473606475e-27	4.346418543426414e-16	2.0099793327196177e-29	2.3433914218903916e-41	1.2058753549675948e-31	1.0	1.1230179866890248e-16	7.933953408130946e-23	2.147360636684832e-24	1.3584258743615688e-25	1.662391641443564e-33	6.1216625680632e-20
